stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,8.17,0
72hpf,0,0,0,0,5.35,2.14
21Day,0,0,0,1.34,1.34,5.35
3Month,0.32,0.96,0.96,0,0,0.64
22Month,2.73,0,0,0,0,1.09
