stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,0,12.26,0
72hpf,0,2.14,0,0,0,0,23.54,1.07
21Day,0,2.68,1.34,0,1.34,1.34,5.35,1.34
3Month,0.32,3.2,0,1.6,1.28,1.28,0,0.32
22Month,0,3.28,0,0,0,0,0.55,0
