stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Other,Secretory,Stromal
21Day,1.34,0,0,0,0,0,0,0
3Month,0,2.56,3.2,0,0,0,0.32,0
22Month,2.73,12.57,3.28,1.64,0.55,1.09,0.55,2.19
