stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,3.21,0,0,0,0,0,0,0,0
21Day,1.34,1.34,0,0,0,1.34,0,0,0
3Month,20.8,0.32,3.84,2.24,0,0,0,0,3.84
22Month,28.43,1.09,0.55,2.73,0.55,0.55,6.56,1.64,3.83
