stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,8.17,0
72hpf,0,0,0,0,2.14,1.07
21Day,1.34,0,1.34,1.34,1.34,0
3Month,2.88,1.92,0,0,0,0.64
22Month,4.92,0.55,0.55,0,0.55,0
