stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,12.26,0,0,0,0,143.02,0,0,8.17
72hpf,7.49,1.07,0,0,0,92,0,0,7.49
21Day,4.02,0,0,2.68,1.34,41.49,0,0,5.35
3Month,19.2,0,1.6,2.24,0,0.32,0.32,0.64,1.28
22Month,48.65,0,0.55,0.55,0.55,0,1.09,0,1.64
