stage,Epithelial,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,8.17
72hpf,0,1.07,0,0,0
21Day,0,0,2.68,2.68,1.34
3Month,0.32,0,0,0,0.96
