stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,8.17,0,0,0,0,4.09,8.17
72hpf,0,0,0,0,0,7.49,0
21Day,0,0,0,0,1.34,2.68,1.34
3Month,0.32,3.52,1.6,1.92,0.96,0,0
22Month,0,0.55,0,0.55,0,0,0.55
