stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,0,0,0,0,0,4.28,0,0
21Day,0,0,0,0,14.72,2.68,0,1.34
3Month,0,1.92,0.96,0.64,40.63,0,0.32,0.32
22Month,0.55,5.47,0,0.55,41.55,0,0,2.19
