stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,8.17,0,0
72hpf,0,4.28,1.07,0,0,17.12,0,0
21Day,0,1.34,1.34,0,1.34,21.42,0,5.35
3Month,0,3.2,0,0.64,0,0,0.32,0.64
22Month,1.09,7.65,0,1.09,1.09,0,0,1.09
