stage,Epithelial,Germ,Muscle,Neuron,Secretory,Stromal
24hpf,4.09,0,4.09,16.35,0,0
72hpf,3.21,0,0,2.14,0,0
21Day,10.71,0,0,2.68,1.34,0
3Month,1.28,0.32,0.64,0.32,0,0.32
