stage,Endothelial,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,4.09,0,0,0
72hpf,0,0,0,0,0,0,0,1.07
21Day,0,1.34,0,1.34,0,0,0,0
3Month,0.32,4.48,0.64,1.92,0,0,0.96,0.64
22Month,0,11.48,0,1.64,1.64,0.55,0,1.09
