stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,0,16.35,0,4.09
72hpf,0,4.28,0,0,0,0,11.77,0,1.07
21Day,0,248.97,2.68,0,0,5.35,14.72,0,6.69
3Month,0.32,40.95,0,7.04,2.56,0.64,2.88,0,1.6
22Month,1.09,77.08,0,2.73,5.47,0,2.73,0.55,1.64
