stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,4.09,0,0,4.09,36.78,0,8.17
72hpf,1.07,0,0,0,0,23.54,1.07,6.42
21Day,2.68,0,0,5.35,1.34,8.03,1.34,0
3Month,1.6,2.56,0.96,0.32,0.32,0.32,0.32,0.96
22Month,4.37,11.48,1.64,1.64,0,0.55,2.73,1.09
