stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,0,0,0,0,0,1.07,0,0
21Day,8.03,914.22,81.65,117.79,3651.52,210.15,91.02,97.71
3Month,0,8,0.32,4.8,36.47,0,20.8,0.64
22Month,0,6.01,0,3.83,2.73,0,0,0
