stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,20.43,0,0,4.09,8.17,151.2,4.09,8.17
72hpf,0,2.14,0,0,0,0,2.14,0,0
22Month,3.28,50.84,1.09,97.3,4.92,2.73,0.55,2.19,2.19
