stage,Epithelial,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,4.09,0
72hpf,0,0,0,1.07,1.07
3Month,3.2,0.64,0.32,0,0
22Month,1.09,0.55,0,0,0
