stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Stromal
24hpf,0,4.09,0,0,4.09,0
72hpf,1.07,1.07,0,0,2.14,5.35
21Day,0,6.69,0,0,0,21.42
3Month,0.32,27.52,1.28,0.32,0,3.2
22Month,0,3.83,0,0,0,0
