stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,12.26,0,0,0,0,0,0
72hpf,0,37.44,0,0,0,3.21,0,1.07
21Day,0,148.58,2.68,1.34,0,8.03,0,0
3Month,0.32,14.4,7.68,0.64,0.32,0.32,0,0.64
22Month,0,22.96,0.55,2.73,0,0.55,0.55,1.09
