stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,8.17,0,0,0,0
72hpf,0,1.07,0,1.07,0,1.07,0,0
21Day,0,1.34,0,8.03,0,0,0,0
3Month,0,18.88,1.6,279,0.64,0,0.32,2.88
22Month,1.09,24.05,0,198.44,0.55,1.09,0,1.09
