stage,Epithelial,Germ,Neuron,Secretory,Stromal
24hpf,0,0,4.09,0,0
72hpf,0,0,2.14,1.07,0
21Day,1.34,0,0,0,10.71
3Month,0.32,0.32,0,0,0.32
22Month,0,1.09,0,0,0
