stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,4.09,0,0
72hpf,0,1.07,0,0,4.28,2.14,0,1.07
21Day,0,1.34,0,0,1.34,1.34,0,8.03
3Month,0.32,7.36,32.31,0.64,0.64,0.64,0.32,1.28
22Month,0,2.73,0,0,0,1.64,0,1.09
