stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,12.26,0
72hpf,0,0,0,0,3.21,0
21Day,0,0,1.34,0,5.35,1.34
3Month,1.28,0.32,0.32,0,0,0
22Month,8.75,0,2.73,0.55,0,0
