stage,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
72hpf,0,0,0,1.07,0,0
21Day,1.34,0,1.34,14.72,0,0
3Month,2.24,0.32,0.32,0,0.32,0.64
22Month,6.56,0.55,1.64,0,1.09,0
