stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,4.09,0,32.69,8.17
72hpf,2.14,0,0,0,2.14,0
21Day,2.68,5.35,0,0,0,0
3Month,7.04,31.36,1.6,0.96,0.64,0
22Month,15.31,8.75,1.64,0,0.55,0.55
