stage,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
24hpf,4.09,0,0,0,0,0
72hpf,0,1.07,0,0,3.21,0
21Day,1.34,0,0,1.34,0,0
3Month,0.64,0,0.32,0.64,0,0.32
22Month,1.09,0,0,0,0,0.55
