stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,8.17,0,0,0
72hpf,0,6.42,0,0,1.07,53.49,0,2.14,2.14
21Day,0,2.68,0,0,0,50.86,0,1.34,5.35
3Month,0,7.36,1.6,1.28,0.32,0.64,0,0.64,0.64
22Month,1.09,25.69,0,3.28,0,1.09,0.55,1.64,0.55
