stage,Epithelial,Germ,Immune,Neuron,Other
24hpf,0,0,0,4.09,4.09
72hpf,0,0,1.07,8.56,0
21Day,0,0,6.69,22.76,0
3Month,0.64,0.64,0.96,0,0
22Month,0,0,1.09,0,0.55
