stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,0,147.11,0,0,0
72hpf,1.07,0,0,0,2.14,0,17.12,0,1.07,3.21
21Day,0,2.68,1.34,0,26.77,5.35,10.71,0,0,8.03
3Month,0,2.24,0.32,1.6,2.56,0.32,0,0,0,0.32
22Month,0,26.24,1.09,1.09,9.29,1.09,0.55,1.64,0,2.73
