stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,4.09,0,0,0,0,4.09,0,0
72hpf,0,7.49,0,0,0,0,0,1.07,0
21Day,0,9.37,0,0,0,0,0,0,2.68
3Month,0.32,23.68,0.64,0.96,6.4,0.96,0,0,0.96
22Month,1.09,22.96,0,2.73,2.73,0,1.09,0,0
