stage,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,8.17,0,0,4.09,0,0
72hpf,3.21,0,0,12.84,0,1.07
21Day,1.34,0,0,2.68,0,1.34
3Month,2.24,7.36,0.32,0,0.32,0.32
