stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,4.09,8.17,4.09,0,0,0,77.64,0,4.09
72hpf,0,2.14,0,0,0,5.35,3.21,29.95,4.28
21Day,0,2.68,1.34,0,0,1.34,4.02,5.35,1.34
3Month,0,86.07,0,2.56,7.36,0.64,1.6,48.95,1.28
22Month,0,16.4,0,2.19,1.09,0,0,25.15,0.55
