stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,0,36.78,4.09
72hpf,0,2.14,0,0,0,0,27.81,1.07
21Day,0,4.02,1.34,0,0,2.68,17.4,4.02
3Month,0.32,3.52,0,6.72,0.32,0,0.32,0.32
22Month,0,6.56,0.55,1.09,0.55,0.55,0,0.55
