stage,Epithelial,Immune,Neuron,Secretory,Stromal
24hpf,0,0,8.17,0,0
72hpf,0,0,3.21,0,0
21Day,2.68,0,0,1.34,0
22Month,2.73,0.55,0,0,0.55
