stage,Epithelial,Immune,Neuron,Secretory,Stromal
24hpf,0,0,8.17,0,0
72hpf,1.07,0,3.21,0,1.07
21Day,2.68,4.02,0,1.34,2.68
3Month,0.64,0.64,0,0,0
22Month,3.83,0.55,0,0,0
