stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,4.09,0,16.35,0,0
72hpf,1.07,0,0,1.07,11.77,0,4.28
21Day,5.35,0,0,0,0,0,1.34
3Month,13.12,25.92,0.96,0,0,0.96,0
22Month,2.19,0.55,0.55,0,0,0,0
