stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,20.43,4.09,0,0
72hpf,3.21,0,0,6.42,8.56,0,0,3.21
21Day,18.74,0,0,14.72,8.03,1.34,1.34,0
3Month,38.07,12.8,1.28,1.28,0,0,0.64,2.24
22Month,10.39,4.37,2.19,0.55,2.19,3.28,0.55,0.55
