stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Stromal
72hpf,0,0,0,1.07,43.86,0,4.28
21Day,4.02,1.34,1.34,0,40.16,0,2.68
22Month,0.55,0,0,0,0,0.55,0
