stage,Epithelial,Immune,Neuron,Stromal
24hpf,0,0,8.17,0
72hpf,3.21,0,2.14,3.21
21Day,4.02,1.34,0,0
3Month,4.16,0.32,0,0
22Month,6.01,0,0,0
