stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,4.09,0,0,0
72hpf,1.07,0,0,0,10.7,0,0,0
21Day,0,0,0,0,2.68,0,0,0
3Month,2.88,0,0.32,0.32,0.32,0,0.32,0
22Month,22.96,0.55,3.83,1.09,0.55,2.19,0,2.73
