stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,4.09,0,36.78,0,12.26
72hpf,1.07,1.07,0,0,1.07,6.42,1.07,1.07
21Day,4.02,2.68,0,4.02,0,2.68,0,2.68
3Month,4.16,0,0.64,0.32,0,0,0,0.64
