stage,Endothelial,Epithelial,Germ,Immune,Neuron,Stromal
72hpf,0,2.14,0,0,10.7,0
21Day,0,0,0,0,6.69,0
3Month,0,2.56,0.64,0.64,0,0
22Month,0.55,14.21,0.55,0.55,0,0.55
