stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,4.09,0,0,0,0,20.43,8.17
72hpf,3.21,8.56,0,0,0,1.07,2.14
21Day,6.69,24.09,0,0,0,2.68,8.03
3Month,3.84,0.32,0.32,0.64,0.32,0,7.36
22Month,4.37,0,0,0.55,0,0,0.55
