stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,12.26,0,0,0,12.26,0
72hpf,0,0,0,0,2.14,0
21Day,0,0,0,0,1.34,1.34
3Month,1.28,14.72,0.96,0.64,0,0
