stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,8.17,0,0,12.26,0,16.35,0,4.09
72hpf,5.35,0,0,0,1.07,31.02,0,2.14
21Day,8.03,2.68,0,2.68,0,22.76,0,5.35
3Month,19.2,0.32,9.92,2.56,0.64,0.96,0,0.96
22Month,13.67,0,1.09,2.73,0,2.19,1.09,0
