stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,12.26,0,0,4.09
72hpf,0,2.14,0,0,0,1.07,0,0,1.07
21Day,0,0,0,0,0,2.68,0,1.34,0
3Month,0.64,104.62,0.32,37.75,5.12,3.52,0.32,1.28,6.4
22Month,0,35.53,0,1.64,1.64,2.73,1.64,0,1.64
