stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,12.26,0,0,0,0,0
72hpf,0,18.19,0,10.7,0,1.07,0,0,0
21Day,0,30.79,0,22.76,0,1.34,0,0,1.34
3Month,0.32,17.92,4.16,30.4,0.96,0.32,0,1.28,0.96
22Month,0.55,43.73,2.19,23.51,0.55,1.64,1.64,0,1.09
