stage,Epithelial,Germ,Immune,Muscle,Stromal
24hpf,4.09,0,4.09,0,0
21Day,0,0,5.35,2.68,4.02
3Month,1.6,0.64,2.24,0,0.32
22Month,2.73,0,0.55,0,0
