stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,16.35,0,24.52,12.26,159.37,69.47
72hpf,1.07,4.28,0,1.07,0,19.26,5.35
21Day,0,0,0,4.02,0,4.02,1.34
3Month,0.32,3.2,0.32,2.24,0.32,0,0
22Month,1.09,19.68,9.84,8.2,0.55,0,0.55
