stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,32.69,0,0,0
72hpf,0,1.07,0,0,1.07,23.54,0,0,2.14
21Day,0,4.02,0,5.35,0,80.31,0,1.34,6.69
3Month,0.32,8.64,1.28,1.6,0.32,0.96,0,1.28,0.32
22Month,0.55,21.87,0.55,1.64,0.55,0.55,0.55,0,0
