stage,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
72hpf,1.07,0,0,0,3.21,0
21Day,1.34,1.34,0,1.34,2.68,4.02
3Month,0.96,0,1.28,0,0,0
