stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
21Day,8.03,0,0,0,0,2.68,0,0
3Month,75.19,0.32,0.96,2.24,0.32,0.32,0.64,0.96
22Month,14.76,0,0,0,0,0,0,0
