stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
72hpf,0,0,0,0,0,8.56,1.07
3Month,0,0,1.28,0.96,0,30.4,0.64
22Month,0.55,10.39,0,1.09,0.55,0,0
