stage,Endothelial,Epithelial,Muscle,Neuron,Other,Stromal
24hpf,0,4.09,4.09,49.04,0,12.26
72hpf,0,2.14,0,21.4,1.07,4.28
21Day,1.34,2.68,0,10.71,0,1.34
