stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,16.35,0,0,0
72hpf,0,0,0,0,18.19,0,0,0
21Day,0,0,2.68,0,13.39,0,0,0
3Month,0,7.36,0,0.32,19.2,0.32,0,0.64
22Month,0.55,16.4,0,0,85.28,0.55,0.55,1.64
