stage,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,4.09,0,4.09,49.04,0,0
72hpf,3.21,0,0,6.42,0,0
21Day,2.68,0,1.34,5.35,0,4.02
3Month,2.56,0.32,0.96,0.32,0.32,0
22Month,1.09,0,0,0,0,0
