stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
21Day,0,0,0,0,0,0,0,1.34
3Month,1.28,1.92,0.32,0.32,2.24,17.92,0.32,0
22Month,8.75,23.51,0,0,2.19,1.64,0,0
