stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,16.35,0,0
72hpf,0,0,0,0,1.07,2.14,0,0
21Day,0,0,0,0,0,2.68,0,0
3Month,0.32,5.44,0.96,2.24,0,5.76,0,0.32
22Month,0,14.21,1.64,11.48,0.55,2.19,1.64,2.19
