stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,0,0,0,4.09
72hpf,0,2.14,0,0,0,3.21,0,2.14,3.21
21Day,0,0,1.34,0,1.34,5.35,0,1.34,2.68
3Month,0.32,12.8,0,3.52,4.48,0.32,0,0.32,1.6
22Month,0.55,6.01,0.55,0.55,0,0,0.55,0,0.55
