stage,Endothelial,Epithelial,Germ,Muscle,Neuron,Stromal
24hpf,0,0,0,0,4.09,0
72hpf,0,1.07,0,0,6.42,0
21Day,0,0,0,1.34,9.37,1.34
3Month,0.32,2.24,8,0,0,0
22Month,0,1.09,1.09,0,0,0
