stage,Endothelial,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
72hpf,0,0,1.07,0,0,0,0
21Day,0,0,1.34,0,0,0,0
3Month,0.32,3.2,51.83,0.64,0.32,0.32,1.28
22Month,0,0.55,1.09,0,0,0,0
