stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,2.14,0,0,0,3.21,0,0,8.56
21Day,5.35,1.34,0,0,0,0,0,2.68
3Month,15.04,24.32,4.48,0,0.64,0,0.64,2.24
22Month,17.49,3.28,2.19,0.55,0.55,0.55,0,0
