stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,36.78,0,0
72hpf,2.14,0,0,0,1.07,77.02,1.07,10.7
21Day,1.34,0,0,1.34,1.34,12.05,0,0
3Month,2.88,0,1.6,0.96,0.32,0.64,0,0.32
22Month,10.39,0.55,0,0,0,1.09,0,0
