stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,16.35,0,4.09
72hpf,0,3.21,0,0,0,8.56,0,1.07
21Day,0,2.68,0,0,0,6.69,0,1.34
3Month,0,14.4,0,1.28,0,0,0.32,0.96
22Month,0.55,25.69,0.55,12.57,0.55,0.55,0,3.28
